txn_id,user_id,amount,timestamp,device_id,location,merchant_id,is_fraud
t217,u89,4609.18,2026-08-15 10:14:00,device_new_9261,South Robertton,m11,0
t204,u53,5506.71,2026-08-15 10:27:00,device_53_A,Cynthiamouth,m7,0
t705,u41,7809.67,2026-08-15 10:52:00,device_unknown_8571,Baileytown,m7,1
t792,u28,2855.72,2026-08-15 11:28:00,device_28_A,Sarahfurt,m5,0
t977,u67,1272.12,2026-08-15 12:02:00,device_67_A,Kelleytown,m13,0
t203,u21,3805.57,2026-08-15 12:02:00,device_21_A,West Daniel,m17,0
t993,u43,841.16,2026-08-15 12:05:00,device_43_A,South William,m15,0
t665,u15,1137.05,2026-08-15 12:25:00,device_15_A,East Joseph,m16,0
t644,u27,1619.94,2026-08-15 12:28:00,device_27_A,New Annefort,m9,0
t155,u69,650.53,2026-08-15 12:31:00,device_69_A,West Robin,m15,0
t830,u77,3788.28,2026-08-15 12:35:00,device_new_9020,East Jerry,m5,0
t219,u7,942.76,2026-08-15 12:49:00,device_7_A,Timothyberg,m5,0
t187,u27,1781.46,2026-08-15 12:49:00,device_27_A,New Annefort,m19,0
t667,u56,4263.26,2026-08-15 13:00:00,device_56_A,West Kristenfurt,m9,0
t165,u68,4147.81,2026-08-15 14:07:00,device_68_A,New Susanshire,m19,0
t117,u80,965.1,2026-08-15 14:13:00,device_80_A,South Cynthia,m12,0
t418,u94,3207.21,2026-08-15 14:28:00,device_94_A,Brownberg,m1,0
t516,u88,10299.57,2026-08-15 14:30:00,device_88_A,Davidberg,m10,1
t439,u46,2455.33,2026-08-15 14:36:00,device_46_A,South William,m2,0
t343,u20,1529.34,2026-08-15 14:44:00,device_20_A,Robertsland,m19,0
t639,u18,2610.45,2026-08-15 15:07:00,device_18_A,Davidview,m9,0
t456,u46,3704.07,2026-08-15 15:33:00,device_46_A,New Adrian,m3,0
t599,u14,1485.46,2026-08-15 16:09:00,device_14_A,North Monica,m11,0
t786,u26,4329.41,2026-08-15 16:21:00,device_new_3118,Port Elizabethport,m11,0
t875,u15,1519.4,2026-08-15 16:55:00,device_15_A,East Joseph,m20,0
t712,u19,1979.31,2026-08-15 16:59:00,device_19_A,Markberg,m9,0
t109,u33,573.66,2026-08-15 16:59:00,device_33_A,South Timothy,m11,0
t168,u16,1010.16,2026-08-15 17:06:00,device_16_A,East Danielle,m6,0
t798,u69,3844.28,2026-08-15 17:09:00,device_unknown_8974,Kingstad,m13,1
t953,u39,3978.87,2026-08-15 17:42:00,device_39_A,Noahborough,m1,0
t427,u30,911.18,2026-08-15 18:02:00,device_30_A,Lake Matthew,m18,0
t805,u26,3662.46,2026-08-15 18:54:00,device_26_A,Port Elizabethport,m15,0
t531,u64,2556.15,2026-08-15 19:27:00,device_64_A,Thomasview,m7,0
t593,u66,19649.78,2026-08-15 19:35:00,device_66_A,Bobbyburgh,m14,1
t407,u22,970.95,2026-08-15 19:35:00,device_22_A,Aguilarton,m15,0
t370,u59,697.44,2026-08-15 19:36:00,device_59_A,New Jimmystad,m2,0
t340,u18,3521.79,2026-08-15 19:58:00,device_18_A,Davidview,m12,0
t870,u60,1883.67,2026-08-15 19:58:00,device_60_A,North Brent,m4,0
t863,u87,4176.16,2026-08-15 20:03:00,device_87_A,Lake Joyport,m9,0
t691,u93,4267.35,2026-08-15 21:07:00,device_93_A,East Josephmouth,m15,0
t124,u18,6713.59,2026-08-15 21:20:00,device_18_A,Davidview,m3,0
t114,u19,3007.13,2026-08-15 21:21:00,device_new_4626,Markberg,m10,0
t417,u52,4398.41,2026-08-15 21:29:00,device_52_A,Albertburgh,m11,0
t800,u55,2696.23,2026-08-15 21:50:00,device_55_A,Lake Robert,m5,0
t984,u89,4282.25,2026-08-15 21:51:00,device_89_A,South Robertton,m3,0
t733,u46,5345.27,2026-08-15 22:22:00,device_46_A,New Adrian,m16,0
t379,u34,3930.65,2026-08-16 00:06:00,device_34_A,North Kyle,m16,0
t749,u28,3262.38,2026-08-16 01:16:00,device_28_A,North Matthew,m14,0
t45,u82,4139.19,2026-08-16 02:45:00,device_82_A,Mosleystad,m14,0
t958,u73,587.8,2026-08-16 03:18:00,device_new_1478,Margaretchester,m9,0
t345,u46,13180.16,2026-08-16 03:35:00,device_unknown_3328,East James,m18,1
t572,u4,4129.62,2026-08-16 03:38:00,device_4_A,Eugeneland,m11,0
t838,u25,18594.29,2026-08-16 06:09:00,device_25_A,Port Scottberg,m19,1
t997,u18,3716.31,2026-08-16 07:10:00,device_18_A,Davidview,m14,0
t763,u42,4194.02,2026-08-16 07:27:00,device_42_A,New Ryanshire,m2,0
t166,u22,1241.54,2026-08-16 07:50:00,device_22_A,Perezburgh,m13,0
t136,u51,5383.93,2026-08-16 08:23:00,device_51_A,Melissamouth,m1,0
t642,u39,3462.96,2026-08-16 09:22:00,device_39_A,Noahborough,m2,0
t687,u46,4161.0,2026-08-16 09:26:00,device_46_A,New Adrian,m7,0
t282,u98,2951.33,2026-08-16 10:17:00,device_98_A,Melaniemouth,m12,0
t118,u10,3392.9,2026-08-16 10:28:00,device_10_A,Salazarville,m15,0
t274,u47,2070.23,2026-08-16 10:59:00,device_47_A,Tranport,m9,0
t898,u74,3963.66,2026-08-16 11:10:00,device_74_A,New Jonathanport,m10,0
t33,u83,1515.95,2026-08-16 11:17:00,device_83_A,Patriciachester,m9,0
t332,u54,3994.96,2026-08-16 11:40:00,device_54_A,West Sharonmouth,m3,0
t86,u80,1227.3,2026-08-16 12:15:00,device_new_5415,South Cynthia,m16,0
t51,u26,2836.72,2026-08-16 12:32:00,device_26_A,Port Elizabethport,m17,0
t518,u93,4212.51,2026-08-16 12:33:00,device_93_A,East Josephmouth,m4,0
t661,u25,2668.64,2026-08-16 12:36:00,device_25_A,Port Scottberg,m11,0
t529,u28,2797.32,2026-08-16 12:40:00,device_28_A,North Matthew,m3,0
t46,u5,1054.7,2026-08-16 12:46:00,device_5_A,Erikburgh,m20,0
t74,u49,2878.05,2026-08-16 12:51:00,device_49_A,Elainefurt,m7,0
t985,u24,2052.38,2026-08-16 13:28:00,device_24_A,Lake Richardton,m12,0
t807,u7,831.05,2026-08-16 13:36:00,device_7_A,South Sarastad,m10,0
t390,u41,974.68,2026-08-16 13:45:00,device_41_A,Baileytown,m11,0
t7,u93,3374.97,2026-08-16 14:00:00,device_93_A,East Josephmouth,m6,0
t430,u98,2837.49,2026-08-16 14:09:00,device_98_A,Melaniemouth,m18,0
t827,u91,1215.57,2026-08-16 14:13:00,device_91_A,New Lindsayborough,m4,0
t628,u45,1245.12,2026-08-16 15:06:00,device_45_A,Christianberg,m15,0
t952,u93,3692.38,2026-08-16 15:22:00,device_new_1420,East Josephmouth,m8,0
t404,u81,4368.46,2026-08-16 15:22:00,device_81_A,West Marcus,m8,0
t260,u23,1684.07,2026-08-16 15:48:00,device_23_A,Port Jamesville,m5,0
t434,u14,1083.91,2026-08-16 15:49:00,device_14_A,North Monica,m18,0
t784,u15,10385.75,2026-08-16 16:05:00,device_unknown_7120,Port Richardmouth,m5,1
t221,u79,1778.77,2026-08-16 16:20:00,device_79_A,Johnhaven,m4,0
t713,u19,2242.17,2026-08-16 16:55:00,device_19_A,Markberg,m12,0
t990,u96,2839.93,2026-08-16 17:32:00,device_96_A,Port Monicastad,m13,0
t645,u67,1430.98,2026-08-16 17:42:00,device_new_5528,Kelleytown,m9,0
t19,u54,4933.79,2026-08-16 17:49:00,device_54_A,West Sharonmouth,m1,0
t912,u8,25909.77,2026-08-16 18:16:00,device_unknown_6630,Williamside,m2,1
t135,u42,2603.91,2026-08-16 18:30:00,device_42_A,New Ryanshire,m14,0
t559,u82,4002.99,2026-08-16 19:04:00,device_82_A,Mosleystad,m8,0
t60,u71,2847.21,2026-08-16 19:05:00,device_71_A,Daisyland,m11,0
t902,u25,5220.1,2026-08-16 19:34:00,device_25_A,Port Scottberg,m10,0
t412,u48,3182.14,2026-08-16 19:52:00,device_48_A,Port Brittany,m5,0
t116,u44,5830.06,2026-08-16 20:10:00,device_44_A,Mooremouth,m4,0
t671,u9,3971.1,2026-08-16 20:39:00,device_9_A,Port Lisastad,m7,0
t511,u59,720.1,2026-08-16 20:59:00,device_59_A,New Jimmystad,m17,0
t641,u4,4139.15,2026-08-16 20:59:00,device_4_A,Port Cynthia,m4,0
t432,u19,2169.05,2026-08-16 21:10:00,device_19_A,Markberg,m8,0
t740,u61,1662.72,2026-08-16 21:44:00,device_61_A,Port Steven,m14,0
t169,u24,2103.02,2026-08-16 21:55:00,device_24_A,Lake Richardton,m2,0
t40,u35,3705.99,2026-08-16 21:59:00,device_35_A,Colemanhaven,m12,0
t268,u47,1561.19,2026-08-16 22:43:00,device_new_6228,Tranport,m19,0
t270,u30,3191.02,2026-08-17 00:09:00,device_30_A,East Dawn,m14,1
t224,u15,1208.89,2026-08-17 01:21:00,device_15_A,East Joseph,m19,0
t796,u49,2880.27,2026-08-17 01:27:00,device_49_A,Elainefurt,m7,0
t352,u2,3567.81,2026-08-17 02:03:00,device_2_A,Michaelport,m15,0
t853,u71,3862.33,2026-08-17 02:31:00,device_new_6597,Daisyland,m1,0
t732,u56,8569.57,2026-08-17 02:56:00,device_unknown_1438,West Kristenfurt,m5,1
t349,u9,4067.86,2026-08-17 02:57:00,device_new_6198,Port Lisastad,m8,0
t795,u14,8442.45,2026-08-17 03:25:00,device_unknown_3985,North Monica,m10,1
t23,u53,17518.52,2026-08-17 03:42:00,device_53_A,Gomezchester,m5,1
t723,u95,8500.19,2026-08-17 04:08:00,device_unknown_9260,Sandrabury,m6,1
t233,u71,4862.85,2026-08-17 08:05:00,device_71_A,Daisyland,m5,0
t398,u32,1636.07,2026-08-17 08:07:00,device_32_A,New Jade,m13,0
t650,u33,6032.22,2026-08-17 08:26:00,device_unknown_8144,Loveside,m18,1
t888,u39,4557.75,2026-08-17 08:50:00,device_39_A,Noahborough,m7,0
t175,u46,4254.29,2026-08-17 08:56:00,device_new_5498,New Adrian,m3,0
t30,u95,3526.81,2026-08-17 09:08:00,device_95_A,Sandrabury,m1,0
t925,u12,4083.61,2026-08-17 10:07:00,device_new_4811,Mercadoside,m10,0
t916,u61,1620.82,2026-08-17 10:09:00,device_61_A,Port Steven,m13,0
t574,u15,1375.1,2026-08-17 10:29:00,device_15_A,East Joseph,m15,0
t832,u48,2255.5,2026-08-17 10:41:00,device_new_2945,Port Brittany,m12,0
t200,u67,4156.43,2026-08-17 10:42:00,device_unknown_8487,Danielbury,m11,1
t275,u90,2654.58,2026-08-17 11:52:00,device_90_A,Johnsonfort,m12,0
t566,u69,1035.32,2026-08-17 12:05:00,device_69_A,Romerofurt,m11,0
t181,u2,3530.92,2026-08-17 12:30:00,device_2_A,Michaelport,m12,0
t373,u80,986.55,2026-08-17 13:10:00,device_80_A,South Cynthia,m15,0
t280,u14,1555.18,2026-08-17 13:42:00,device_14_A,North Monica,m9,0
t433,u95,4468.41,2026-08-17 13:49:00,device_95_A,Sandrabury,m10,0
t698,u77,7741.72,2026-08-17 14:34:00,device_77_A,East Jerry,m15,0
t474,u20,2253.59,2026-08-17 14:53:00,device_20_A,Robertsland,m3,0
t859,u63,4754.52,2026-08-17 15:30:00,device_63_A,West Danaville,m19,0
t321,u51,5565.36,2026-08-17 15:57:00,device_51_A,Melissamouth,m3,0
t781,u17,1937.34,2026-08-17 18:13:00,device_17_A,Mosleytown,m3,0
t910,u20,2247.48,2026-08-17 18:31:00,device_20_A,Robertsland,m3,0
t426,u99,701.69,2026-08-17 18:46:00,device_99_A,Bondton,m5,0
t787,u9,2379.52,2026-08-17 19:12:00,device_9_A,Port Lisastad,m3,0
t962,u79,2230.0,2026-08-17 19:27:00,device_new_7025,Johnhaven,m19,0
t420,u43,750.02,2026-08-17 19:29:00,device_43_A,South William,m7,0
t266,u82,3552.77,2026-08-17 19:42:00,device_82_A,Mosleystad,m11,0
t797,u56,5993.28,2026-08-17 19:58:00,device_56_A,West Kristenfurt,m4,0
t69,u32,1337.68,2026-08-17 21:14:00,device_32_A,New Danielle,m8,0
t522,u44,3900.29,2026-08-17 21:18:00,device_44_A,Mooremouth,m4,0
t616,u46,3636.32,2026-08-17 21:47:00,device_46_A,New Adrian,m6,0
t803,u10,3860.31,2026-08-17 22:32:00,device_new_1606,Salazarville,m8,0
t873,u23,3518.68,2026-08-17 22:33:00,device_23_A,Port Jasonland,m9,1
t53,u69,1032.0,2026-08-17 22:49:00,device_new_8305,West Robin,m15,0
t998,u4,2897.04,2026-08-18 00:25:00,device_4_A,Mariashire,m20,0
t894,u70,5485.11,2026-08-18 02:41:00,device_70_A,Port Michaelmouth,m1,0
t144,u40,2598.97,2026-08-18 02:59:00,device_40_A,Joneschester,m11,0
t240,u67,1193.76,2026-08-18 02:59:00,device_67_A,Kelleytown,m1,0
t393,u49,2228.51,2026-08-18 03:50:00,device_49_A,Elainefurt,m1,0
t697,u67,1461.27,2026-08-18 03:52:00,device_67_A,Kelleytown,m11,0
t480,u26,3642.31,2026-08-18 07:18:00,device_26_A,Port Elizabethport,m3,0
t496,u93,3157.97,2026-08-18 07:44:00,device_93_A,East Josephmouth,m7,0
t840,u82,3256.92,2026-08-18 07:54:00,device_82_A,Millerview,m9,0
t185,u58,1424.46,2026-08-18 08:07:00,device_58_A,North Kimberlyside,m4,0
t839,u19,2747.85,2026-08-18 08:23:00,device_19_A,Markberg,m19,0
t328,u35,3638.57,2026-08-18 08:27:00,device_35_A,Colemanhaven,m14,0
t885,u66,3146.95,2026-08-18 08:44:00,device_66_A,Donaldfort,m9,0
t815,u77,4611.67,2026-08-18 09:05:00,device_77_A,East Jerry,m9,0
t961,u31,3354.06,2026-08-18 09:45:00,device_31_A,Millerborough,m4,0
t811,u84,572.22,2026-08-18 10:10:00,device_84_A,Josephside,m2,0
t947,u31,2618.33,2026-08-18 10:33:00,device_31_A,Alyssabury,m6,0
t178,u23,1353.97,2026-08-18 10:44:00,device_23_A,Port Jamesville,m1,0
t421,u3,3089.61,2026-08-18 10:45:00,device_3_A,Hannahmouth,m15,0
t384,u94,5364.3,2026-08-18 11:03:00,device_94_A,Brownberg,m1,0
t294,u9,5141.71,2026-08-18 11:05:00,device_9_A,Port Lisastad,m11,0
t581,u63,3394.16,2026-08-18 11:34:00,device_63_A,West Danaville,m6,0
t77,u44,4566.81,2026-08-18 12:07:00,device_44_A,Mooremouth,m2,0
t506,u37,2277.99,2026-08-18 12:30:00,device_37_A,New Daniel,m1,0
t968,u55,2576.09,2026-08-18 12:49:00,device_55_A,New Samantha,m1,0
t653,u72,1617.16,2026-08-18 13:18:00,device_72_A,South Chelsey,m10,0
t816,u72,1323.12,2026-08-18 14:14:00,device_72_A,South Chelsey,m5,0
t928,u76,2736.21,2026-08-18 14:19:00,device_76_A,Lake Adamborough,m11,0
t896,u25,3243.71,2026-08-18 14:41:00,device_25_A,Port Scottberg,m17,0
t214,u22,1441.62,2026-08-18 14:49:00,device_22_A,South Brian,m18,0
t447,u99,771.68,2026-08-18 14:56:00,device_99_A,Bondton,m5,0
t158,u2,4439.55,2026-08-18 15:57:00,device_new_4271,Michaelport,m2,0
t261,u14,1572.47,2026-08-18 16:06:00,device_14_A,North Monica,m15,0
t944,u72,1643.12,2026-08-18 16:10:00,device_72_A,South Chelsey,m1,0
t64,u22,1039.01,2026-08-18 16:49:00,device_new_2876,Aguilarton,m4,0
t277,u33,653.3,2026-08-18 17:18:00,device_33_A,South Timothy,m3,0
t341,u30,702.51,2026-08-18 17:46:00,device_30_A,Lake Matthew,m20,0
t950,u1,1878.38,2026-08-18 17:48:00,device_1_A,Kennedystad,m11,0
t720,u13,3218.04,2026-08-18 18:05:00,device_13_A,East Antonio,m1,0
t887,u23,2231.03,2026-08-18 18:18:00,device_23_A,Port Jamesville,m17,0
t436,u16,1669.15,2026-08-18 18:31:00,device_16_A,East Danielle,m3,0
t939,u8,4229.7,2026-08-18 18:40:00,device_new_6711,Williamside,m2,0
t197,u48,4108.97,2026-08-18 19:10:00,device_48_A,Port Brittany,m17,0
t822,u85,2068.95,2026-08-18 19:50:00,device_85_A,Lake Debbieville,m5,0
t295,u3,4576.03,2026-08-18 19:51:00,device_3_A,Hannahmouth,m15,0
t57,u82,3454.93,2026-08-18 20:07:00,device_new_5892,Mosleystad,m18,0
t317,u74,4872.88,2026-08-18 20:28:00,device_74_A,New Jonathanport,m9,0
t210,u24,2541.33,2026-08-18 21:11:00,device_24_A,Lake Richardton,m9,0
t855,u10,4519.56,2026-08-18 21:58:00,device_10_A,Salazarville,m4,0
t924,u11,729.16,2026-08-18 21:59:00,device_11_A,Lake Ashley,m13,0
t49,u6,1010.77,2026-08-18 22:13:00,device_6_A,Port Jasonstad,m20,0
t730,u20,1899.52,2026-08-18 22:19:00,device_20_A,Robertsland,m20,0
t819,u17,3254.29,2026-08-18 22:37:00,device_17_A,Lake James,m10,1
t461,u78,3890.77,2026-08-18 22:51:00,device_unknown_7052,West Kristinbury,m12,1
t278,u95,7780.82,2026-08-19 01:28:00,device_95_A,Sandrabury,m17,0
t663,u20,2187.88,2026-08-19 07:01:00,device_20_A,Robertsland,m1,0
t202,u5,853.46,2026-08-19 07:30:00,device_5_A,Derricktown,m20,0
t59,u8,4145.31,2026-08-19 07:53:00,device_8_A,Williamside,m13,0
t856,u49,2740.63,2026-08-19 07:53:00,device_49_A,Elainefurt,m4,0
t22,u59,664.29,2026-08-19 08:00:00,device_59_A,New Jimmystad,m4,0
t656,u64,2499.24,2026-08-19 08:36:00,device_64_A,Thomasview,m13,0
t227,u43,459.51,2026-08-19 08:53:00,device_43_A,South William,m3,0
t824,u16,6639.27,2026-08-19 09:02:00,device_unknown_5979,East Danielle,m2,1
t41,u21,3978.16,2026-08-19 09:21:00,device_21_A,West Daniel,m9,0
t657,u57,981.13,2026-08-19 09:47:00,device_new_9791,East Dale,m2,0
t675,u79,2288.06,2026-08-19 09:56:00,device_79_A,Perezton,m14,0
t789,u95,3808.25,2026-08-19 10:30:00,device_95_A,Sandrabury,m12,0
t120,u52,4622.58,2026-08-19 11:11:00,device_52_A,Albertburgh,m20,0
t618,u57,703.62,2026-08-19 11:12:00,device_57_A,East Dale,m15,0
t147,u51,11878.6,2026-08-19 11:26:00,device_51_A,Melissamouth,m2,0
t366,u9,4064.6,2026-08-19 11:31:00,device_9_A,Port Lisastad,m20,0
t520,u2,4773.61,2026-08-19 11:36:00,device_2_A,Michaelport,m2,0
t625,u45,1580.47,2026-08-19 12:09:00,device_45_A,Christianberg,m15,0
t305,u20,2085.54,2026-08-19 12:12:00,device_new_3340,Robertsland,m15,0
t419,u72,1506.03,2026-08-19 12:13:00,device_72_A,South Chelsey,m16,0
t751,u36,3667.42,2026-08-19 12:46:00,device_new_7914,Alyssachester,m9,0
t132,u72,2631.75,2026-08-19 12:59:00,device_72_A,Smithmouth,m5,0
t374,u68,3880.98,2026-08-19 12:59:00,device_68_A,New Susanshire,m3,0
t967,u26,14783.78,2026-08-19 13:28:00,device_26_A,Jenniferstad,m2,1
t281,u75,4334.6,2026-08-19 13:40:00,device_75_A,Waltermouth,m15,0
t994,u54,4441.62,2026-08-19 14:04:00,device_new_9529,Barkerburgh,m10,0
t148,u63,5242.14,2026-08-19 14:53:00,device_63_A,West Danaville,m15,0
t12,u35,5370.04,2026-08-19 15:34:00,device_35_A,Colemanhaven,m18,0
t775,u28,2979.91,2026-08-19 16:08:00,device_28_A,North Matthew,m13,0
t451,u5,2533.4,2026-08-19 16:43:00,device_new_9992,Derricktown,m3,0
t945,u65,1755.45,2026-08-19 16:51:00,device_65_A,West Rachel,m14,0
t9,u46,3095.87,2026-08-19 17:39:00,device_46_A,New Kenneth,m7,0
t500,u61,2868.64,2026-08-19 17:55:00,device_61_A,Port Steven,m16,0
t296,u25,18429.75,2026-08-19 17:57:00,device_unknown_9447,Port Scottberg,m15,1
t291,u64,1583.65,2026-08-19 18:02:00,device_64_A,Thomasview,m20,0
t448,u26,4753.2,2026-08-19 18:08:00,device_new_3360,Port Elizabethport,m1,0
t344,u79,1971.64,2026-08-19 18:28:00,device_new_3846,Johnhaven,m19,0
t908,u27,1692.09,2026-08-19 19:21:00,device_27_A,New Annefort,m6,0
t660,u31,5678.02,2026-08-19 19:27:00,device_31_A,Millerborough,m11,0
t350,u28,2265.9,2026-08-19 19:48:00,device_28_A,North Matthew,m19,0
t715,u68,5225.71,2026-08-19 20:03:00,device_68_A,New Susanshire,m15,0
t454,u90,2335.7,2026-08-19 20:06:00,device_90_A,Johnsonfort,m9,0
t363,u74,4273.27,2026-08-19 20:22:00,device_74_A,New Jonathanport,m18,0
t635,u76,8411.01,2026-08-19 20:33:00,device_new_3525,Lake Adamborough,m13,0
t762,u78,972.91,2026-08-19 20:34:00,device_78_A,Joshuatown,m4,0
t35,u55,5636.0,2026-08-19 20:56:00,device_55_A,Lake Robert,m18,0
t836,u32,1347.74,2026-08-19 21:18:00,device_32_A,New Jade,m5,0
t596,u95,3583.38,2026-08-19 21:22:00,device_new_1582,Sandrabury,m18,0
t111,u53,5987.76,2026-08-19 21:23:00,device_53_A,Cynthiamouth,m3,0
t610,u59,831.15,2026-08-19 21:55:00,device_59_A,New Jimmystad,m16,0
t991,u28,3221.46,2026-08-19 22:13:00,device_28_A,North Matthew,m19,0
t68,u49,2888.69,2026-08-19 22:35:00,device_49_A,Elainefurt,m15,0
t311,u90,2732.67,2026-08-20 00:11:00,device_90_A,Johnsonfort,m1,0
t479,u36,5041.06,2026-08-20 00:56:00,device_36_A,Alyssachester,m7,0
t972,u4,3339.0,2026-08-20 01:34:00,device_new_3418,Port Cynthia,m2,0
t301,u44,3969.33,2026-08-20 01:44:00,device_44_A,Mooremouth,m2,0
t754,u16,1503.63,2026-08-20 02:38:00,device_16_A,East Danielle,m16,0
t547,u38,725.61,2026-08-20 03:57:00,device_38_A,Sarahhaven,m2,0
t215,u92,4681.52,2026-08-20 08:23:00,device_92_A,Simpsonville,m13,0
t471,u34,5941.5,2026-08-20 08:27:00,device_34_A,North Kyle,m18,0
t78,u67,1119.0,2026-08-20 08:36:00,device_67_A,Kelleytown,m5,0
t239,u39,3302.2,2026-08-20 08:38:00,device_39_A,Noahborough,m3,0
t886,u54,4549.18,2026-08-20 09:02:00,device_54_A,West Sharonmouth,m6,0
t159,u6,1109.1,2026-08-20 09:23:00,device_6_A,Port Jasonstad,m6,0
t100,u56,5134.72,2026-08-20 09:29:00,device_new_8994,West Kristenfurt,m8,0
t121,u75,29064.74,2026-08-20 09:48:00,device_75_A,East Nicole,m1,1
t508,u35,22170.86,2026-08-20 09:52:00,device_unknown_7504,Rachelland,m9,1
t17,u90,13617.87,2026-08-20 10:30:00,device_unknown_8962,Johnsonfort,m5,1
t475,u53,4851.8,2026-08-20 10:49:00,device_53_A,Cynthiamouth,m17,0
t368,u54,3202.28,2026-08-20 11:01:00,device_54_A,West Sharonmouth,m5,0
t300,u93,3118.38,2026-08-20 11:23:00,device_new_8009,East Josephmouth,m10,0
t97,u51,11454.95,2026-08-20 11:29:00,device_51_A,Melissamouth,m16,0
t409,u61,1789.43,2026-08-20 12:07:00,device_61_A,Port Steven,m20,0
t15,u47,2045.75,2026-08-20 12:25:00,device_47_A,Tranport,m18,0
t387,u55,3302.06,2026-08-20 12:40:00,device_55_A,Lake Robert,m11,0
t766,u35,5529.03,2026-08-20 13:03:00,device_35_A,Colemanhaven,m3,0
t389,u51,7286.13,2026-08-20 13:52:00,device_51_A,Melissamouth,m17,0
t477,u47,1943.92,2026-08-20 13:55:00,device_47_A,Smithtown,m14,0
t323,u4,2776.78,2026-08-20 13:58:00,device_4_A,Port Cynthia,m10,0
t192,u66,2669.17,2026-08-20 14:05:00,device_66_A,Donaldfort,m15,0
t28,u83,3759.55,2026-08-20 14:41:00,device_83_A,Patriciachester,m13,0
t534,u78,777.51,2026-08-20 14:43:00,device_78_A,Loganfurt,m20,0
t721,u5,1379.65,2026-08-20 14:57:00,device_5_A,Derricktown,m17,0
t446,u86,3871.34,2026-08-20 15:15:00,device_86_A,East Eric,m20,1
t956,u33,826.92,2026-08-20 16:32:00,device_33_A,South Timothy,m18,0
t348,u87,6929.36,2026-08-20 17:02:00,device_87_A,Lake Joyport,m5,0
t954,u58,1005.28,2026-08-20 19:00:00,device_58_A,North Kimberlyside,m20,0
t381,u37,1700.94,2026-08-20 19:04:00,device_37_A,Johnshire,m19,0
t575,u70,3584.44,2026-08-20 19:22:00,device_70_A,Olivialand,m17,0
t505,u54,9803.3,2026-08-20 19:36:00,device_54_A,West Sharonmouth,m9,0
t473,u73,381.07,2026-08-20 19:46:00,device_73_A,Margaretchester,m12,0
t563,u86,1830.41,2026-08-20 19:52:00,device_new_5590,South Mary,m5,0
t878,u58,1446.93,2026-08-20 21:18:00,device_58_A,North Kimberlyside,m2,0
t107,u35,28867.07,2026-08-20 21:26:00,device_35_A,East Laurenfurt,m10,1
t254,u42,3503.97,2026-08-20 22:33:00,device_new_4764,New Ryanshire,m9,0
t621,u22,5715.01,2026-08-21 00:06:00,device_unknown_6885,Gregorytown,m8,1
t708,u58,1537.67,2026-08-21 00:13:00,device_58_A,North Kimberlyside,m20,0
t820,u53,5240.82,2026-08-21 00:45:00,device_53_A,Cynthiamouth,m9,0
t753,u9,6556.0,2026-08-21 02:36:00,device_unknown_2041,Port Lisastad,m3,1
t212,u79,10463.58,2026-08-21 03:21:00,device_unknown_1860,Mcdonaldfurt,m4,1
t371,u8,3953.16,2026-08-21 07:01:00,device_8_A,Sheahaven,m11,0
t761,u21,2590.1,2026-08-21 08:11:00,device_21_A,West Daniel,m9,0
t536,u50,1264.69,2026-08-21 08:17:00,device_50_A,Lindafurt,m3,0
t273,u29,2377.53,2026-08-21 08:23:00,device_29_A,Johnville,m19,0
t223,u43,643.29,2026-08-21 09:30:00,device_43_A,South William,m17,0
t659,u59,622.19,2026-08-21 10:03:00,device_59_A,New Jimmystad,m4,0
t80,u8,4246.65,2026-08-21 10:09:00,device_new_6003,Williamside,m7,0
t453,u64,1718.21,2026-08-21 11:35:00,device_64_A,Thomasview,m19,0
t620,u35,4392.59,2026-08-21 11:46:00,device_35_A,New Andrewshire,m10,0
t196,u72,1681.02,2026-08-21 11:52:00,device_72_A,South Chelsey,m9,0
t976,u81,8383.05,2026-08-21 12:09:00,device_81_A,West Marcus,m13,0
t881,u45,2934.65,2026-08-21 12:27:00,device_45_A,Christianberg,m11,0
t457,u82,2350.33,2026-08-21 13:12:00,device_82_A,Mosleystad,m2,0
t578,u33,886.01,2026-08-21 13:25:00,device_33_A,South Timothy,m15,0
t378,u90,2244.86,2026-08-21 13:30:00,device_90_A,Johnsonfort,m8,0
t654,u90,2005.64,2026-08-21 13:35:00,device_90_A,Johnsonfort,m5,0
t450,u5,1307.33,2026-08-21 13:35:00,device_5_A,Derricktown,m4,0
t565,u83,2114.79,2026-08-21 13:50:00,device_83_A,Patriciachester,m5,0
t342,u1,2592.82,2026-08-21 14:12:00,device_1_A,Kennedystad,m6,0
t760,u52,5090.61,2026-08-21 14:51:00,device_new_5929,Albertburgh,m10,0
t367,u70,5614.26,2026-08-21 15:25:00,device_70_A,Olivialand,m17,0
t29,u18,2981.02,2026-08-21 17:12:00,device_18_A,Davidview,m9,0
t979,u67,873.75,2026-08-21 17:12:00,device_67_A,Kelleytown,m4,0
t741,u42,4753.5,2026-08-21 17:17:00,device_42_A,New Ryanshire,m19,0
t573,u45,1411.62,2026-08-21 17:44:00,device_45_A,Christianberg,m13,0
t160,u98,2443.35,2026-08-21 18:25:00,device_98_A,Santiagoburgh,m1,0
t361,u17,2049.69,2026-08-21 18:43:00,device_17_A,Mosleytown,m6,0
t884,u2,5994.23,2026-08-21 20:05:00,device_2_A,Michaelport,m8,0
